ids	T2-Ag1:B2C_C_Nov	T2-Ag1:B2T_T_Nov	T2-Ag1:B3T_T_Nov	T2-Ag1:B5C_C_Nov	T2-Ag1:B6C_C_Nov	T2-Ag1:B8T_T_Jul
SRR14654186-XM_001120557.5_GeneID:724666	3.0	4.0	9.0	3.0	13.0	4.0
SRR14654186-XM_001120574.5_GeneID:724683	6.0	11.0	28.0	9.0	14.0	16.0
SRR14654186-XM_001120576.5_GeneID:724685	6.0	6.0	19.0	0.0	12.0	0.0
SRR14654186-XM_001120579.5_GeneID:724688	1.0	0.0	1.0	0.0	1.0	1.0
SRR14654186-XM_001120581.5_GeneID:724690	2.0	4.0	0.0	4.0	11.0	0.0
SRR14654186-XM_001120583.5_GeneID:724692	6.0	3.0	10.0	4.0	15.0	5.0
SRR14654186-XM_001120599.5_GeneID:724708	14.0	24.0	32.0	37.0	47.0	14.0
SRR14654186-XM_001120612.4-1_GeneID:724720	5.0	7.0	7.0	4.0	10.0	9.0
SRR14654186-XM_001120613.5_GeneID:724721	356.0	404.0	1400.0	297.0	826.0	375.0
SRR14654186-XM_001120622.5_GeneID:724731	0.0	0.0	0.0	0.0	0.0	1.0
SRR14654186-XM_001120633.5_GeneID:724741	1.0	1.0	4.0	3.0	4.0	3.0
SRR14654186-XM_001120636.5_GeneID:724744	116.0	138.0	161.0	110.0	254.0	108.0
SRR14654186-XM_001120649.5_GeneID:725977	41.0	39.0	75.0	61.0	117.0	37.0
SRR14654186-XM_001120652.5_GeneID:726086	22.0	19.0	29.0	31.0	46.0	10.0
SRR14654186-XM_001120657.5_GeneID:724760	0.0	0.0	0.0	0.0	1.0	1.0
SRR14654186-XM_001120658.5_GeneID:724761	9.0	5.0	1.0	3.0	18.0	4.0
SRR14654186-XM_001120659.5_GeneID:724762	2.0	0.0	1.0	3.0	3.0	0.0
SRR14654186-XM_001120665.5_GeneID:724768	183.0	180.0	282.0	190.0	388.0	225.0
SRR14654186-XM_001120667.5_GeneID:724770	2.0	2.0	1.0	0.0	1.0	0.0
SRR14654186-XM_001120669.5_GeneID:724772	33.0	44.0	134.0	1.0	84.0	43.0
SRR14654186-XM_001120674.5_GeneID:724775	0.0	0.0	4.0	0.0	1.0	0.0
SRR14654186-XM_001120684.5_GeneID:724785	0.0	1.0	4.0	1.0	0.0	1.0
SRR14654186-XM_001120690.4_GeneID:724790	27.0	11.0	36.0	41.0	53.0	13.0
SRR14654186-XM_001120691.5_GeneID:726407	0.0	0.0	6.0	3.0	3.0	1.0
SRR14654186-XM_001120695.5_GeneID:726118	360.0	555.0	568.0	342.0	1187.0	437.0
SRR14654186-XM_001120697.5_GeneID:724795	4.0	5.0	6.0	1.0	10.0	0.0
SRR14654186-XM_001120720.5_GeneID:724819	8.0	6.0	6.0	2.0	6.0	1.0
SRR14654186-XM_001120731.5_GeneID:726322	0.0	0.0	2.0	0.0	0.0	1.0
SRR14654186-XM_001120751.5_GeneID:724847	2.0	1.0	2.0	1.0	3.0	1.0
SRR14654186-XM_001120754.5_GeneID:724850	1.0	0.0	2.0	0.0	0.0	0.0
SRR14654186-XM_001120770.5_GeneID:724867	1.0	2.0	1.0	2.0	5.0	0.0
SRR14654186-XM_001120774.5_GeneID:726850	0.0	1.0	5.0	3.0	6.0	1.0
SRR14654186-XM_001120779.5_GeneID:724879	8.0	15.0	39.0	14.0	37.0	17.0
SRR14654186-XM_001120795.5_GeneID:724895	1.0	0.0	1.0	0.0	1.0	0.0
SRR14654186-XM_001120796.5_GeneID:724896	1.0	2.0	3.0	1.0	8.0	1.0
SRR14654186-XM_001120801.4_GeneID:726860	311.0	347.0	681.0	379.0	723.0	328.0
SRR14654186-XM_001120814.5_GeneID:724914	1.0	2.0	0.0	2.0	0.0	1.0
SRR14654186-XM_001120820.5_GeneID:724920	7.0	6.0	7.0	0.0	9.0	4.0
SRR14654186-XM_001120821.5_GeneID:724921	3.0	0.0	0.0	13.0	0.0	2.0
SRR14654186-XM_001120824.5_GeneID:724924	0.0	0.0	4.0	0.0	1.0	1.0
SRR14654186-XM_001120829.5_GeneID:724929	1.0	0.0	0.0	0.0	0.0	1.0
SRR14654186-XM_001120831.5_GeneID:724931	1.0	0.0	10.0	3.0	0.0	4.0
SRR14654186-XM_001120832.4_GeneID:724932	2.0	0.0	2.0	1.0	3.0	3.0
SRR14654186-XM_001120836.5_GeneID:724937	5.0	3.0	2.0	4.0	8.0	3.0
SRR14654186-XM_001120846.5_GeneID:726486	7.0	0.0	15.0	4.0	23.0	0.0
SRR14654186-XM_001120848.5-1_GeneID:726429	8.0	14.0	17.0	9.0	16.0	1.0
SRR14654186-XM_001120852.5_GeneID:724951	0.0	3.0	21.0	2.0	9.0	3.0
SRR14654186-XM_001120854.4_GeneID:724953	6.0	3.0	5.0	4.0	2.0	3.0
SRR14654186-XM_001120855.5_GeneID:724954	9.0	8.0	19.0	8.0	18.0	5.0
SRR14654186-XM_001120871.5_GeneID:724971	0.0	0.0	13.0	0.0	3.0	1.0
SRR14654186-XM_001120885.5_GeneID:724985	1.0	2.0	3.0	1.0	4.0	1.0
SRR14654186-XM_001120913.5_GeneID:725011	2.0	1.0	3.0	1.0	6.0	0.0
SRR14654186-XM_001120914.5_GeneID:725012	2.0	5.0	3.0	3.0	2.0	4.0
SRR14654186-XM_001120915.5_GeneID:725013	1.0	1.0	4.0	1.0	3.0	0.0
SRR14654186-XM_001120920.5_GeneID:725018	2.0	6.0	4.0	1.0	3.0	5.0
SRR14654186-XM_001120925.5_GeneID:725023	1.0	0.0	4.0	0.0	2.0	3.0
SRR14654186-XM_001120949.5_GeneID:725053	6.0	0.0	6.0	8.0	19.0	2.0
SRR14654186-XM_001120950.5_GeneID:725054	2.0	2.0	1.0	0.0	7.0	8.0
SRR14654186-XM_001120952.5_GeneID:725056	0.0	0.0	1.0	0.0	1.0	3.0
SRR14654186-XM_001120955.5_GeneID:725059	15.0	35.0	26.0	67.0	79.0	27.0
SRR14654186-XM_001120969.5_GeneID:725079	1.0	1.0	0.0	7.0	0.0	1.0
SRR14654186-XM_001120973.5_GeneID:725084	0.0	0.0	1.0	2.0	1.0	0.0
SRR14654186-XM_001120975.5_GeneID:725086	13.0	23.0	55.0	15.0	45.0	20.0
SRR14654186-XM_001120991.5_GeneID:725106	1.0	4.0	12.0	4.0	5.0	7.0
SRR14654186-XM_001120999.5_GeneID:725114	62.0	4.0	1.0	13.0	21.0	49.0
SRR14654186-XM_001121000.5_GeneID:725115	1.0	0.0	1.0	1.0	0.0	1.0
SRR14654186-XM_001121007.5_GeneID:725122	4.0	12.0	0.0	9.0	14.0	5.0
SRR14654186-XM_001121010.5_GeneID:725125	23.0	22.0	59.0	79.0	14.0	26.0
SRR14654186-XM_001121011.5_GeneID:725127	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654186-XM_001121019.5_GeneID:725135	4.0	0.0	3.0	1.0	6.0	2.0
SRR14654186-XM_001121025.5-1_GeneID:726902	84.0	86.0	102.0	125.0	208.0	64.0
SRR14654186-XM_001121032.5-1_GeneID:725154	6.0	8.0	17.0	4.0	9.0	1.0
SRR14654186-XM_001121053.5_GeneID:107963970	41.0	10.0	79.0	35.0	65.0	6.0
SRR14654186-XM_001121067.5_GeneID:725192	1.0	2.0	2.0	2.0	5.0	1.0
SRR14654186-XM_001121077.5_GeneID:725202	1511.0	930.0	887.0	829.0	3811.0	685.0
SRR14654186-XM_001121079.5_GeneID:725204	6.0	17.0	23.0	14.0	12.0	4.0
SRR14654186-XM_001121086.5_GeneID:725210	1.0	3.0	11.0	15.0	2.0	5.0
SRR14654186-XM_001121092.5_GeneID:725216	7.0	4.0	1.0	13.0	17.0	2.0
SRR14654186-XM_001121093.5_GeneID:725217	6.0	22.0	28.0	11.0	40.0	22.0
SRR14654186-XM_001121094.5_GeneID:725218	8.0	3.0	9.0	10.0	16.0	6.0
SRR14654186-XM_001121110.5_GeneID:725237	0.0	1.0	2.0	3.0	1.0	3.0
SRR14654186-XM_001121117.5_GeneID:725245	3.0	9.0	45.0	10.0	16.0	4.0
SRR14654186-XM_001121123.5_GeneID:725252	0.0	1.0	0.0	0.0	0.0	1.0
SRR14654186-XM_001121130.5_GeneID:725258	141.0	149.0	417.0	106.0	334.0	150.0
SRR14654186-XM_001121136.5_GeneID:725264	2.0	0.0	0.0	1.0	1.0	1.0
SRR14654186-XM_001121147.5_GeneID:725279	2.0	1.0	0.0	0.0	1.0	0.0
SRR14654186-XM_001121151.5_GeneID:725283	1.0	0.0	1.0	1.0	1.0	0.0
SRR14654186-XM_001121155.5_GeneID:725287	1.0	6.0	11.0	0.0	3.0	2.0
SRR14654186-XM_001121172.5_GeneID:725303	2.0	1.0	1.0	3.0	0.0	0.0
SRR14654186-XM_001121176.5_GeneID:727128	658.0	72.0	333.0	953.0	780.0	431.0
SRR14654186-XM_001121180.4_GeneID:725320	2.0	2.0	7.0	6.0	22.0	8.0
SRR14654186-XM_001121186.5_GeneID:725326	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654186-XM_001121188.5_GeneID:725328	6.0	7.0	10.0	6.0	19.0	2.0
SRR14654186-XM_001121190.5_GeneID:725330	5.0	8.0	25.0	8.0	15.0	5.0
SRR14654186-XM_001121210.5_GeneID:725350	0.0	1.0	2.0	1.0	1.0	1.0
SRR14654186-XM_001121217.5_GeneID:725357	10.0	20.0	16.0	17.0	40.0	9.0
SRR14654186-XM_001121218.5_GeneID:725358	2.0	1.0	1.0	2.0	8.0	2.0
SRR14654186-XM_001121241.5_GeneID:725387	3.0	5.0	46.0	2.0	21.0	13.0
SRR14654186-XM_001121244.5_GeneID:725389	0.0	4.0	9.0	6.0	5.0	4.0
SRR14654186-XM_001121251.5_GeneID:725397	3.0	10.0	7.0	6.0	4.0	2.0
SRR14654186-XM_001121255.5_GeneID:725401	16.0	14.0	15.0	19.0	43.0	28.0
SRR14654186-XM_001121268.5_GeneID:726962	13.0	14.0	37.0	18.0	35.0	14.0
SRR14654186-XM_001121270.5_GeneID:725419	2.0	1.0	4.0	3.0	6.0	3.0
SRR14654186-XM_001121271.5_GeneID:725420	2.0	4.0	10.0	2.0	15.0	2.0
SRR14654186-XM_001121277.5-1_GeneID:725427	2.0	1.0	14.0	6.0	3.0	3.0
SRR14654186-XM_001121279.5-1_GeneID:725429	0.0	1.0	3.0	3.0	3.0	1.0
SRR14654186-XM_001121279.5_GeneID:725429	0.0	2.0	0.0	0.0	0.0	1.0
SRR14654186-XM_001121284.5_GeneID:725434	0.0	0.0	0.0	1.0	1.0	0.0
SRR14654186-XM_001121303.5_GeneID:725460	5.0	5.0	19.0	11.0	2.0	3.0
SRR14654186-XM_001121305.5_GeneID:725462	0.0	2.0	6.0	3.0	1.0	2.0
SRR14654186-XM_001121319.5_GeneID:725477	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654186-XM_001121331.5_GeneID:725494	1.0	1.0	6.0	0.0	7.0	2.0
SRR14654186-XM_001121333.5_GeneID:725496	42.0	22.0	34.0	2.0	37.0	18.0
SRR14654186-XM_001121347.5_GeneID:725510	53.0	31.0	60.0	94.0	88.0	27.0
SRR14654186-XM_001121355.4_GeneID:725518	1.0	0.0	4.0	0.0	2.0	0.0
SRR14654186-XM_001121371.5_GeneID:725538	5.0	15.0	3.0	23.0	32.0	28.0
SRR14654186-XM_001121373.5_GeneID:725540	5.0	1.0	1.0	1.0	3.0	5.0
SRR14654186-XM_001121383.5_GeneID:725550	0.0	1.0	5.0	0.0	5.0	1.0
SRR14654186-XM_001121399.5_GeneID:725576	1.0	0.0	2.0	1.0	4.0	5.0
SRR14654186-XM_001121418.5_GeneID:725592	7.0	0.0	9.0	2.0	12.0	2.0
SRR14654186-XM_001121426.5_GeneID:725599	10.0	1.0	5.0	5.0	22.0	17.0
SRR14654186-XM_001121441.5_GeneID:725614	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001121462.4_GeneID:725633	16.0	25.0	24.0	24.0	2.0	26.0
SRR14654186-XM_001121473.5_GeneID:725651	1.0	1.0	2.0	2.0	1.0	0.0
SRR14654186-XM_001121476.5_GeneID:725654	5.0	4.0	9.0	0.0	9.0	4.0
SRR14654186-XM_001121481.5_GeneID:725659	18.0	3.0	6.0	20.0	44.0	4.0
SRR14654186-XM_001121483.5-1_GeneID:725661	37.0	9.0	79.0	7.0	66.0	19.0
SRR14654186-XM_001121493.5_GeneID:725671	0.0	2.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001121501.5-1_GeneID:725684	1.0	3.0	1.0	0.0	5.0	4.0
SRR14654186-XM_001121501.5_GeneID:725684	0.0	1.0	0.0	1.0	1.0	0.0
SRR14654186-XM_001121503.5_GeneID:725686	6.0	9.0	10.0	5.0	16.0	4.0
SRR14654186-XM_001121505.5-1_GeneID:725688	37.0	24.0	124.0	110.0	76.0	43.0
SRR14654186-XM_001121505.5_GeneID:725688	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001121507.5_GeneID:725690	0.0	1.0	1.0	2.0	1.0	0.0
SRR14654186-XM_001121513.5_GeneID:725696	1.0	2.0	0.0	4.0	1.0	0.0
SRR14654186-XM_001121520.5_GeneID:725703	0.0	1.0	0.0	0.0	0.0	0.0
SRR14654186-XM_001121536.5_GeneID:725724	0.0	0.0	2.0	0.0	0.0	0.0
SRR14654186-XM_001121546.5_GeneID:725734	8.0	8.0	35.0	16.0	26.0	15.0
SRR14654186-XM_001121556.5_GeneID:725747	0.0	0.0	2.0	0.0	0.0	1.0
SRR14654186-XM_001121559.5_GeneID:725750	1.0	0.0	0.0	1.0	1.0	0.0
SRR14654186-XM_001121565.5-1_GeneID:725756	17.0	27.0	52.0	12.0	34.0	25.0
SRR14654186-XM_001121567.5_GeneID:725758	0.0	1.0	1.0	0.0	0.0	1.0
SRR14654186-XM_001121569.5_GeneID:725760	40.0	42.0	11.0	16.0	2.0	0.0
SRR14654186-XM_001121573.5_GeneID:725764	0.0	0.0	16.0	1.0	0.0	7.0
SRR14654186-XM_001121591.5_GeneID:725784	2.0	5.0	5.0	0.0	7.0	1.0
SRR14654186-XM_001121593.5_GeneID:725786	21.0	21.0	36.0	42.0	51.0	20.0
SRR14654186-XM_001121619.5_GeneID:725817	5.0	5.0	3.0	2.0	8.0	0.0
SRR14654186-XM_001121629.5_GeneID:725828	2.0	4.0	10.0	0.0	11.0	5.0
SRR14654186-XM_001121634.5_GeneID:725832	10.0	5.0	15.0	0.0	3.0	4.0
SRR14654186-XM_001121654.4-1_GeneID:725855	15.0	13.0	25.0	30.0	27.0	5.0
SRR14654186-XM_001121664.5_GeneID:725866	21.0	30.0	31.0	27.0	40.0	21.0
SRR14654186-XM_001121697.5_GeneID:725903	0.0	0.0	0.0	1.0	2.0	0.0
SRR14654186-XM_001121709.5_GeneID:725922	0.0	9.0	36.0	2.0	15.0	6.0
SRR14654186-XM_001121713.5_GeneID:725926	23.0	20.0	168.0	1.0	59.0	69.0
SRR14654186-XM_001121718.5_GeneID:725930	5.0	4.0	17.0	17.0	8.0	5.0
SRR14654186-XM_001121734.5_GeneID:725948	9.0	1.0	33.0	1.0	17.0	7.0
SRR14654186-XM_001121740.4_GeneID:725954	2.0	0.0	2.0	3.0	2.0	3.0
SRR14654186-XM_001121746.5_GeneID:725960	5.0	5.0	4.0	2.0	8.0	4.0
SRR14654186-XM_001121747.5_GeneID:725961	2.0	6.0	33.0	17.0	29.0	6.0
SRR14654186-XM_001121762.5_GeneID:725982	4.0	2.0	2.0	2.0	8.0	0.0
SRR14654186-XM_001121774.5_GeneID:725992	0.0	1.0	1.0	1.0	1.0	0.0
SRR14654186-XM_001121775.5_GeneID:725993	0.0	0.0	1.0	0.0	4.0	1.0
SRR14654186-XM_001121781.5_GeneID:726000	28.0	19.0	30.0	30.0	66.0	42.0
SRR14654186-XM_001121796.5_GeneID:726020	0.0	0.0	0.0	0.0	5.0	3.0
SRR14654186-XM_001121801.5_GeneID:726025	7.0	6.0	11.0	5.0	14.0	1.0
SRR14654186-XM_001121804.5_GeneID:726028	11.0	7.0	10.0	5.0	19.0	7.0
SRR14654186-XM_001121805.5_GeneID:726029	1.0	0.0	0.0	0.0	4.0	0.0
SRR14654186-XM_001121809.5-1_GeneID:726033	3.0	7.0	12.0	5.0	12.0	1.0
SRR14654186-XM_001121814.5_GeneID:726040	8.0	0.0	43.0	3.0	34.0	0.0
SRR14654186-XM_001121817.5_GeneID:726042	200.0	627.0	349.0	883.0	711.0	472.0
SRR14654186-XM_001121833.5_GeneID:726063	2.0	0.0	4.0	1.0	4.0	3.0
SRR14654186-XM_001121844.5_GeneID:726073	1.0	4.0	4.0	0.0	1.0	0.0
SRR14654186-XM_001121853.5_GeneID:726081	0.0	0.0	1.0	0.0	1.0	2.0
SRR14654186-XM_001121859.4_GeneID:726092	0.0	2.0	6.0	1.0	9.0	3.0
SRR14654186-XM_001121862.5_GeneID:726095	3.0	0.0	3.0	1.0	9.0	2.0
SRR14654186-XM_001121865.5-1_GeneID:726099	3.0	3.0	5.0	2.0	8.0	3.0
SRR14654186-XM_001121869.5_GeneID:726103	1.0	1.0	3.0	1.0	1.0	3.0
SRR14654186-XM_001121872.5_GeneID:726106	0.0	1.0	0.0	1.0	2.0	0.0
SRR14654186-XM_001121873.5_GeneID:726107	11.0	13.0	21.0	6.0	16.0	7.0
SRR14654186-XM_001121882.5_GeneID:726120	177.0	131.0	132.0	384.0	459.0	68.0
SRR14654186-XM_001121886.5_GeneID:726124	1.0	0.0	0.0	3.0	2.0	0.0
SRR14654186-XM_001121888.5_GeneID:726126	3.0	2.0	3.0	1.0	12.0	3.0
SRR14654186-XM_001121924.4_GeneID:726164	15.0	10.0	16.0	22.0	41.0	23.0
SRR14654186-XM_001121941.4_GeneID:726184	4.0	5.0	5.0	2.0	1.0	3.0
SRR14654186-XM_001121958.5_GeneID:726204	0.0	1.0	5.0	1.0	0.0	1.0
SRR14654186-XM_001121969.5_GeneID:726213	2.0	5.0	15.0	0.0	8.0	10.0
SRR14654186-XM_001121996.5_GeneID:726240	1.0	0.0	0.0	2.0	3.0	0.0
SRR14654186-XM_001121997.5_GeneID:726241	0.0	1.0	1.0	0.0	1.0	0.0
SRR14654186-XM_001122025.5_GeneID:726273	0.0	0.0	8.0	1.0	1.0	1.0
SRR14654186-XM_001122027.5_GeneID:726276	1.0	1.0	3.0	1.0	1.0	5.0
SRR14654186-XM_001122030.4_GeneID:726279	3.0	2.0	0.0	2.0	1.0	2.0
SRR14654186-XM_001122039.5_GeneID:726288	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654186-XM_001122042.5_GeneID:726291	0.0	0.0	0.0	0.0	2.0	1.0
SRR14654186-XM_001122049.5_GeneID:726301	16.0	2.0	18.0	16.0	26.0	7.0
SRR14654186-XM_001122051.5_GeneID:726303	0.0	1.0	3.0	1.0	1.0	1.0
SRR14654186-XM_001122052.5_GeneID:726304	1.0	0.0	5.0	1.0	7.0	1.0
SRR14654186-XM_001122053.4_GeneID:726305	0.0	0.0	0.0	1.0	0.0	1.0
SRR14654186-XM_001122055.5_GeneID:726307	4.0	4.0	14.0	1.0	16.0	2.0
SRR14654186-XM_001122056.5_GeneID:726308	24.0	15.0	19.0	30.0	31.0	8.0
SRR14654186-XM_001122059.5_GeneID:726312	10.0	2.0	1.0	1.0	17.0	7.0
SRR14654186-XM_001122067.5_GeneID:726320	6.0	9.0	14.0	6.0	10.0	7.0
SRR14654186-XM_001122074.5_GeneID:726330	2.0	1.0	0.0	0.0	3.0	0.0
SRR14654186-XM_001122081.5_GeneID:726336	5.0	7.0	11.0	4.0	17.0	2.0
SRR14654186-XM_001122083.5_GeneID:726338	2.0	0.0	0.0	0.0	0.0	1.0
SRR14654186-XM_001122093.5_GeneID:726350	3.0	3.0	6.0	5.0	4.0	6.0
SRR14654186-XM_001122097.5_GeneID:726354	1.0	0.0	0.0	1.0	0.0	1.0
SRR14654186-XM_001122102.4_GeneID:726359	0.0	0.0	1.0	3.0	0.0	0.0
SRR14654186-XM_001122103.5_GeneID:102656311	25.0	19.0	23.0	14.0	44.0	11.0
SRR14654186-XM_001122105.5_GeneID:726362	11.0	8.0	62.0	0.0	14.0	20.0
SRR14654186-XM_001122107.5_GeneID:726364	9.0	7.0	8.0	7.0	17.0	6.0
SRR14654186-XM_001122116.5_GeneID:726373	4.0	2.0	10.0	5.0	4.0	8.0
SRR14654186-XM_001122118.5_GeneID:726375	3.0	2.0	4.0	3.0	3.0	1.0
SRR14654186-XM_001122139.5-1_GeneID:726397	3.0	2.0	3.0	0.0	3.0	2.0
SRR14654186-XM_001122142.5_GeneID:726400	3.0	1.0	4.0	3.0	4.0	0.0
SRR14654186-XM_001122154.5_GeneID:726417	0.0	0.0	5.0	3.0	1.0	4.0
SRR14654186-XM_001122155.5_GeneID:726418	3.0	7.0	33.0	13.0	37.0	12.0
SRR14654186-XM_001122159.5-1_GeneID:726422	3.0	2.0	6.0	6.0	7.0	4.0
SRR14654186-XM_001122164.5_GeneID:726427	16.0	0.0	0.0	4.0	21.0	10.0
SRR14654186-XM_001122172.5-1_GeneID:726437	2.0	4.0	2.0	3.0	4.0	0.0
SRR14654186-XM_001122176.5_GeneID:726441	1.0	3.0	15.0	1.0	10.0	2.0
SRR14654186-XM_001122183.4_GeneID:726451	0.0	0.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001122189.5_GeneID:726457	1.0	0.0	2.0	0.0	1.0	0.0
SRR14654186-XM_001122195.5-1_GeneID:726463	10.0	0.0	1.0	1.0	1.0	7.0
SRR14654186-XM_001122204.5_GeneID:726472	13.0	1.0	1.0	11.0	4.0	4.0
SRR14654186-XM_001122210.4_GeneID:726478	4.0	1.0	2.0	21.0	10.0	0.0
SRR14654186-XM_001122227.5_GeneID:726495	3.0	15.0	26.0	1.0	34.0	17.0
SRR14654186-XM_001122230.5_GeneID:726498	0.0	1.0	58.0	26.0	55.0	0.0
SRR14654186-XM_001122238.5_GeneID:726506	0.0	0.0	2.0	1.0	4.0	0.0
SRR14654186-XM_001122241.5_GeneID:726509	3.0	6.0	5.0	2.0	6.0	1.0
SRR14654186-XM_001122254.5_GeneID:726525	0.0	0.0	3.0	3.0	3.0	1.0
SRR14654186-XM_001122278.4_GeneID:726550	6.0	4.0	6.0	3.0	13.0	1.0
SRR14654186-XM_001122291.5_GeneID:726564	0.0	3.0	5.0	2.0	4.0	1.0
SRR14654186-XM_001122299.4_GeneID:726571	77.0	224.0	640.0	84.0	192.0	253.0
SRR14654186-XM_001122306.5-1_GeneID:726579	4.0	17.0	28.0	27.0	10.0	11.0
SRR14654186-XM_001122321.5_GeneID:726594	2.0	4.0	0.0	1.0	0.0	0.0
SRR14654186-XM_001122322.5_GeneID:726595	1.0	5.0	9.0	0.0	0.0	2.0
SRR14654186-XM_001122328.5_GeneID:726601	2.0	3.0	4.0	2.0	7.0	2.0
SRR14654186-XM_001122336.5_GeneID:726611	12.0	5.0	7.0	3.0	8.0	4.0
SRR14654186-XM_001122341.5_GeneID:726616	21.0	30.0	27.0	16.0	57.0	30.0
SRR14654186-XM_001122365.5-1_GeneID:726643	6.0	6.0	8.0	8.0	15.0	8.0
SRR14654186-XM_001122385.5_GeneID:726664	0.0	0.0	0.0	0.0	2.0	0.0
SRR14654186-XM_001122391.5_GeneID:726669	9.0	5.0	18.0	10.0	11.0	7.0
SRR14654186-XM_001122399.5_GeneID:726677	1.0	0.0	2.0	0.0	0.0	0.0
SRR14654186-XM_001122418.5_GeneID:726696	14.0	24.0	33.0	24.0	39.0	23.0
SRR14654186-XM_001122441.5_GeneID:726718	0.0	0.0	0.0	1.0	1.0	0.0
SRR14654186-XM_001122452.5_GeneID:726731	13.0	13.0	30.0	19.0	33.0	26.0
SRR14654186-XM_001122454.4_GeneID:726733	6.0	105.0	294.0	3.0	8.0	90.0
SRR14654186-XM_001122466.4-1_GeneID:726746	8.0	0.0	37.0	11.0	26.0	16.0
SRR14654186-XM_001122470.5_GeneID:726750	1.0	1.0	2.0	1.0	2.0	1.0
SRR14654186-XM_001122474.5_GeneID:726754	0.0	1.0	3.0	1.0	4.0	0.0
SRR14654186-XM_001122477.5_GeneID:726757	6.0	55.0	59.0	25.0	1.0	1.0
SRR14654186-XM_001122505.5_GeneID:726783	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654186-XM_001122506.5_GeneID:726784	5.0	8.0	16.0	0.0	2.0	8.0
SRR14654186-XM_001122511.5_GeneID:726790	9.0	8.0	28.0	20.0	40.0	18.0
SRR14654186-XM_001122514.5_GeneID:726793	17.0	0.0	4.0	3.0	19.0	0.0
SRR14654186-XM_001122522.4_GeneID:726801	3.0	0.0	1.0	1.0	3.0	0.0
SRR14654186-XM_001122532.5_GeneID:726811	0.0	1.0	1.0	0.0	0.0	0.0
SRR14654186-XM_001122533.5_GeneID:726812	14.0	8.0	10.0	3.0	21.0	9.0
SRR14654186-XM_001122536.4_GeneID:726815	1.0	1.0	3.0	0.0	7.0	5.0
SRR14654186-XM_001122551.5_GeneID:726833	5.0	12.0	9.0	3.0	8.0	4.0
SRR14654186-XM_001122556.5_GeneID:726838	1.0	0.0	3.0	4.0	1.0	4.0
SRR14654186-XM_001122558.5_GeneID:726840	8.0	7.0	18.0	8.0	20.0	12.0
SRR14654186-XM_001122571.5_GeneID:726855	3527.0	2483.0	5336.0	2492.0	5392.0	4567.0
SRR14654186-XM_001122575.4_GeneID:726859	0.0	0.0	0.0	0.0	4.0	1.0
SRR14654186-XM_001122616.5_GeneID:726899	4.0	7.0	7.0	6.0	8.0	4.0
SRR14654186-XM_001122641.5_GeneID:726924	1.0	0.0	0.0	0.0	0.0	0.0
SRR14654186-XM_001122651.5_GeneID:726934	5.0	10.0	51.0	12.0	16.0	6.0
SRR14654186-XM_001122652.4_GeneID:726935	0.0	2.0	0.0	0.0	1.0	3.0
SRR14654186-XM_001122675.5_GeneID:726958	2.0	1.0	7.0	1.0	12.0	3.0
SRR14654186-XM_001122678.5_GeneID:726961	2.0	0.0	4.0	1.0	5.0	4.0
SRR14654186-XM_001122688.5_GeneID:726972	2.0	1.0	4.0	5.0	2.0	1.0
SRR14654186-XM_001122696.5_GeneID:726981	6.0	68.0	0.0	34.0	3.0	22.0
SRR14654186-XM_001122721.5_GeneID:727007	7.0	5.0	1.0	1.0	8.0	2.0
SRR14654186-XM_001122722.5_GeneID:727008	15.0	5.0	8.0	2.0	13.0	3.0
SRR14654186-XM_001122727.4_GeneID:727014	2.0	2.0	10.0	0.0	5.0	0.0
SRR14654186-XM_001122738.5-1_GeneID:727025	38.0	126.0	100.0	165.0	108.0	47.0
SRR14654186-XM_001122739.5_GeneID:727026	30.0	22.0	0.0	0.0	42.0	0.0
SRR14654186-XM_001122741.5_GeneID:727028	4.0	23.0	4.0	16.0	2.0	11.0
SRR14654186-XM_001122788.5-1_GeneID:727074	7.0	2.0	20.0	1.0	34.0	0.0
SRR14654186-XM_001122793.5_GeneID:727079	0.0	0.0	0.0	0.0	4.0	0.0
SRR14654186-XM_001122795.5_GeneID:727081	14.0	1.0	11.0	9.0	13.0	6.0
SRR14654186-XM_001122824.5_GeneID:727110	98.0	73.0	230.0	34.0	16.0	15.0
SRR14654186-XM_001122835.5_GeneID:727121	14.0	15.0	59.0	22.0	52.0	15.0
SRR14654186-XM_001122842.5_GeneID:727129	0.0	0.0	0.0	1.0	0.0	0.0
SRR14654186-XM_001122848.4_GeneID:727135	54.0	34.0	70.0	45.0	100.0	35.0
SRR14654186-XM_001122854.5_GeneID:727141	0.0	0.0	5.0	1.0	4.0	2.0
SRR14654186-XM_001122855.5_GeneID:727142	0.0	2.0	9.0	0.0	4.0	4.0
SRR14654186-XM_001122862.5_GeneID:727151	0.0	1.0	1.0	0.0	1.0	0.0
